question_id,video,title,link,total Accepted,total Submitted,difficulty,isPaid
455,,Assign Cookies,https://leetcode.com/problems/assign-cookies,119006,236071,1,False
454,False,4Sum II,https://leetcode.com/problems/4sum-ii,158609,290311,2,False
453,False,Minimum Moves to Equal Array Elements,https://leetcode.com/problems/minimum-moves-to-equal-array-elements,89927,176549,1,False
452,False,Minimum Number of Arrows to Burst Balloons,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons,110540,222144,2,False
451,False,Sort Characters By Frequency,https://leetcode.com/problems/sort-characters-by-frequency,247950,383869,2,False
450,False,Delete Node in a BST,https://leetcode.com/problems/delete-node-in-a-bst,164394,361643,2,False
449,False,Serialize and Deserialize BST,https://leetcode.com/problems/serialize-and-deserialize-bst,149419,275305,2,False
448,False,Find All Numbers Disappeared in an Array,https://leetcode.com/problems/find-all-numbers-disappeared-in-an-array,359441,640336,1,False
447,,Number of Boomerangs,https://leetcode.com/problems/number-of-boomerangs,73060,139130,2,False
446,False,Arithmetic Slices II - Subsequence,https://leetcode.com/problems/arithmetic-slices-ii-subsequence,24890,74154,3,False
445,False,Add Two Numbers II,https://leetcode.com/problems/add-two-numbers-ii,230447,407929,2,False
444,,Sequence Reconstruction,https://leetcode.com/problems/sequence-reconstruction,36668,155081,2,True
443,False,String Compression,https://leetcode.com/problems/string-compression,162639,369033,2,False
442,False,Find All Duplicates in an Array,https://leetcode.com/problems/find-all-duplicates-in-an-array,264568,382989,2,False
441,False,Arranging Coins,https://leetcode.com/problems/arranging-coins,189046,444191,1,False
440,,K-th Smallest in Lexicographical Order,https://leetcode.com/problems/k-th-smallest-in-lexicographical-order,14969,50076,3,False
439,,Ternary Expression Parser,https://leetcode.com/problems/ternary-expression-parser,21566,37926,2,True
438,False,Find All Anagrams in a String,https://leetcode.com/problems/find-all-anagrams-in-a-string,348066,770610,2,False
437,False,Path Sum III,https://leetcode.com/problems/path-sum-iii,262696,544227,2,False
436,False,Find Right Interval,https://leetcode.com/problems/find-right-interval,62702,129093,2,False
435,False,Non-overlapping Intervals,https://leetcode.com/problems/non-overlapping-intervals,135261,308550,2,False
434,False,Number of Segments in a String,https://leetcode.com/problems/number-of-segments-in-a-string,91227,241696,1,False
433,,Minimum Genetic Mutation,https://leetcode.com/problems/minimum-genetic-mutation,38408,88343,2,False
432,,All O`one Data Structure,https://leetcode.com/problems/all-oone-data-structure,38897,117269,3,False
425,False,Word Squares,https://leetcode.com/problems/word-squares,47967,95449,3,True
424,,Longest Repeating Character Replacement,https://leetcode.com/problems/longest-repeating-character-replacement,106806,221035,2,False
423,False,Reconstruct Original Digits from English,https://leetcode.com/problems/reconstruct-original-digits-from-english,41198,80945,2,False
422,,Valid Word Square,https://leetcode.com/problems/valid-word-square,33357,87253,1,True
421,False,Maximum XOR of Two Numbers in an Array,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array,80704,148486,2,False
420,,Strong Password Checker,https://leetcode.com/problems/strong-password-checker,17467,125399,3,False
419,,Battleships in a Board,https://leetcode.com/problems/battleships-in-a-board,112089,157371,2,False
418,,Sentence Screen Fitting,https://leetcode.com/problems/sentence-screen-fitting,52053,155584,2,True
417,False,Pacific Atlantic Water Flow,https://leetcode.com/problems/pacific-atlantic-water-flow,117918,268227,2,False
416,True,Partition Equal Subset Sum,https://leetcode.com/problems/partition-equal-subset-sum,272470,606107,2,False
415,False,Add Strings,https://leetcode.com/problems/add-strings,281058,580594,1,False
414,False,Third Maximum Number,https://leetcode.com/problems/third-maximum-number,215141,700037,1,False
413,False,Arithmetic Slices,https://leetcode.com/problems/arithmetic-slices,129327,215497,2,False
412,False,Fizz Buzz,https://leetcode.com/problems/fizz-buzz,456787,718419,1,False
411,,Minimum Unique Word Abbreviation,https://leetcode.com/problems/minimum-unique-word-abbreviation,12173,32542,3,True
410,False,Split Array Largest Sum,https://leetcode.com/problems/split-array-largest-sum,118180,253442,3,False
409,False,Longest Palindrome,https://leetcode.com/problems/longest-palindrome,197543,378009,1,False
408,,Valid Word Abbreviation,https://leetcode.com/problems/valid-word-abbreviation,38935,123571,1,True
407,,Trapping Rain Water II,https://leetcode.com/problems/trapping-rain-water-ii,51850,116575,3,False
406,False,Queue Reconstruction by Height,https://leetcode.com/problems/queue-reconstruction-by-height,192643,280933,2,False
405,,Convert a Number to Hexadecimal,https://leetcode.com/problems/convert-a-number-to-hexadecimal,78422,176151,1,False
404,False,Sum of Left Leaves,https://leetcode.com/problems/sum-of-left-leaves,240488,459899,1,False
403,False,Frog Jump,https://leetcode.com/problems/frog-jump,118230,283809,3,False
402,False,Remove K Digits,https://leetcode.com/problems/remove-k-digits,176081,613752,2,False
401,,Binary Watch,https://leetcode.com/problems/binary-watch,94570,194874,1,False
400,,Nth Digit,https://leetcode.com/problems/nth-digit,65574,202234,2,False
399,False,Evaluate Division,https://leetcode.com/problems/evaluate-division,179306,328567,2,False
398,False,Random Pick Index,https://leetcode.com/problems/random-pick-index,117355,201404,2,False
397,,Integer Replacement,https://leetcode.com/problems/integer-replacement,64424,192028,2,False
396,,Rotate Function,https://leetcode.com/problems/rotate-function,49525,135030,2,False
395,False,Longest Substring with At Least K Repeating Characters,https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters,118440,271513,2,False
394,False,Decode String,https://leetcode.com/problems/decode-string,315524,596167,2,False
393,False,UTF-8 Validation,https://leetcode.com/problems/utf-8-validation,56859,149221,2,False
392,False,Is Subsequence,https://leetcode.com/problems/is-subsequence,286387,578030,1,False
391,,Perfect Rectangle,https://leetcode.com/problems/perfect-rectangle,29463,94153,3,False
390,,Elimination Game,https://leetcode.com/problems/elimination-game,37823,83718,2,False
389,False,Find the Difference,https://leetcode.com/problems/find-the-difference,257579,444962,1,False
388,,Longest Absolute File Path,https://leetcode.com/problems/longest-absolute-file-path,100766,233684,2,False
387,False,First Unique Character in a String,https://leetcode.com/problems/first-unique-character-in-a-string,712824,1322957,1,False
386,,Lexicographical Numbers,https://leetcode.com/problems/lexicographical-numbers,64375,118005,2,False
385,,Mini Parser,https://leetcode.com/problems/mini-parser,42358,122463,2,False
384,False,Shuffle an Array,https://leetcode.com/problems/shuffle-an-array,167559,309726,2,False
383,False,Ransom Note,https://leetcode.com/problems/ransom-note,258069,482739,1,False
382,False,Linked List Random Node,https://leetcode.com/problems/linked-list-random-node,104040,191732,2,False
381,False,Insert Delete GetRandom O(1) - Duplicates allowed,https://leetcode.com/problems/insert-delete-getrandom-o1-duplicates-allowed,83464,238659,3,False
380,False,Insert Delete GetRandom O(1),https://leetcode.com/problems/insert-delete-getrandom-o1,324864,662387,2,False
379,,Design Phone Directory,https://leetcode.com/problems/design-phone-directory,44315,91506,2,True
378,False,Kth Smallest Element in a Sorted Matrix,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,251277,445406,2,False
377,False,Combination Sum IV,https://leetcode.com/problems/combination-sum-iv,153776,332837,2,False
376,False,Wiggle Subsequence,https://leetcode.com/problems/wiggle-subsequence,102066,241695,2,False
375,False,Guess Number Higher or Lower II,https://leetcode.com/problems/guess-number-higher-or-lower-ii,74908,176694,2,False
374,False,Guess Number Higher or Lower,https://leetcode.com/problems/guess-number-higher-or-lower,193679,430350,1,False
373,,Find K Pairs with Smallest Sums,https://leetcode.com/problems/find-k-pairs-with-smallest-sums,124976,329708,2,False
372,,Super Pow,https://leetcode.com/problems/super-pow,40019,108917,2,False
371,False,Sum of Two Integers,https://leetcode.com/problems/sum-of-two-integers,219401,433618,2,False
370,False,Range Addition,https://leetcode.com/problems/range-addition,33594,52718,2,True
369,True,Plus One Linked List,https://leetcode.com/problems/plus-one-linked-list,58593,98288,2,True
368,False,Largest Divisible Subset,https://leetcode.com/problems/largest-divisible-subset,110127,286747,2,False
367,False,Valid Perfect Square,https://leetcode.com/problems/valid-perfect-square,264795,628297,1,False
366,False,Find Leaves of Binary Tree,https://leetcode.com/problems/find-leaves-of-binary-tree,85719,118928,2,True
365,,Water and Jug Problem,https://leetcode.com/problems/water-and-jug-problem,46797,149709,2,False
364,,Nested List Weight Sum II,https://leetcode.com/problems/nested-list-weight-sum-ii,76701,120050,2,True
363,,Max Sum of Rectangle No Larger Than K,https://leetcode.com/problems/max-sum-of-rectangle-no-larger-than-k,53700,139582,3,False
362,False,Design Hit Counter,https://leetcode.com/problems/design-hit-counter,116101,177331,2,True
361,False,Bomb Enemy,https://leetcode.com/problems/bomb-enemy,51414,109836,2,True
360,,Sort Transformed Array,https://leetcode.com/problems/sort-transformed-array,39367,78952,2,True
359,False,Logger Rate Limiter,https://leetcode.com/problems/logger-rate-limiter,141512,195187,1,True
358,,Rearrange String k Distance Apart,https://leetcode.com/problems/rearrange-string-k-distance-apart,42388,118659,3,True
357,,Count Numbers with Unique Digits,https://leetcode.com/problems/count-numbers-with-unique-digits,87076,177896,2,False
356,,Line Reflection,https://leetcode.com/problems/line-reflection,26404,79841,2,True
355,,Design Twitter,https://leetcode.com/problems/design-twitter,64201,203139,2,False
354,False,Russian Doll Envelopes,https://leetcode.com/problems/russian-doll-envelopes,100461,266873,3,False
353,False,Design Snake Game,https://leetcode.com/problems/design-snake-game,45306,125393,2,True
352,,Data Stream as Disjoint Intervals,https://leetcode.com/problems/data-stream-as-disjoint-intervals,42235,86544,3,False
351,False,Android Unlock Patterns,https://leetcode.com/problems/android-unlock-patterns,52496,105460,2,True
350,False,Intersection of Two Arrays II,https://leetcode.com/problems/intersection-of-two-arrays-ii,483995,929177,1,False
349,False,Intersection of Two Arrays,https://leetcode.com/problems/intersection-of-two-arrays,465455,713722,1,False
348,,Design Tic-Tac-Toe,https://leetcode.com/problems/design-tic-tac-toe,125974,226144,2,True
347,False,Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements,567703,907260,2,False
346,False,Moving Average from Data Stream,https://leetcode.com/problems/moving-average-from-data-stream,178756,242996,1,True
345,,Reverse Vowels of a String,https://leetcode.com/problems/reverse-vowels-of-a-string,271213,600112,1,False
344,False,Reverse String,https://leetcode.com/problems/reverse-string,1000964,1417086,1,False
343,,Integer Break,https://leetcode.com/problems/integer-break,127884,248924,2,False
342,False,Power of Four,https://leetcode.com/problems/power-of-four,225520,539220,1,False
341,False,Flatten Nested List Iterator,https://leetcode.com/problems/flatten-nested-list-iterator,207389,378339,2,False
340,True,Longest Substring with At Most K Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters,191687,419507,2,True
339,True,Nested List Weight Sum,https://leetcode.com/problems/nested-list-weight-sum,121561,158358,2,True
338,False,Counting Bits,https://leetcode.com/problems/counting-bits,345983,490353,2,False
337,False,House Robber III,https://leetcode.com/problems/house-robber-iii,206656,397159,2,False
336,False,Palindrome Pairs,https://leetcode.com/problems/palindrome-pairs,114439,328558,3,False
335,,Self Crossing,https://leetcode.com/problems/self-crossing,25024,87135,3,False
334,False,Increasing Triplet Subsequence,https://leetcode.com/problems/increasing-triplet-subsequence,197753,484054,2,False
333,,Largest BST Subtree,https://leetcode.com/problems/largest-bst-subtree,61071,159613,2,True
332,False,Reconstruct Itinerary,https://leetcode.com/problems/reconstruct-itinerary,205807,540020,2,False
331,False,Verify Preorder Serialization of a Binary Tree,https://leetcode.com/problems/verify-preorder-serialization-of-a-binary-tree,79248,192813,2,False
330,False,Patching Array,https://leetcode.com/problems/patching-array,39340,112171,3,False
329,False,Longest Increasing Path in a Matrix,https://leetcode.com/problems/longest-increasing-path-in-a-matrix,201392,444407,3,False
328,False,Odd Even Linked List,https://leetcode.com/problems/odd-even-linked-list,363079,634349,2,False
327,,Count of Range Sum,https://leetcode.com/problems/count-of-range-sum,49460,136577,3,False
326,False,Power of Three,https://leetcode.com/problems/power-of-three,322777,766485,1,False
325,,Maximum Size Subarray Sum Equals k,https://leetcode.com/problems/maximum-size-subarray-sum-equals-k,120297,253024,2,True
324,,Wiggle Sort II,https://leetcode.com/problems/wiggle-sort-ii,97419,316201,2,False
323,False,Number of Connected Components in an Undirected Graph,https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph,137872,237096,2,True
322,True,Coin Change,https://leetcode.com/problems/coin-change,616231,1635231,2,False
321,,Create Maximum Number,https://leetcode.com/problems/create-maximum-number,43463,157471,3,False
320,False,Generalized Abbreviation,https://leetcode.com/problems/generalized-abbreviation,53083,98395,2,True
319,,Bulb Switcher,https://leetcode.com/problems/bulb-switcher,91073,200491,2,False
318,False,Maximum Product of Word Lengths,https://leetcode.com/problems/maximum-product-of-word-lengths,107630,205292,2,False
317,,Shortest Distance from All Buildings,https://leetcode.com/problems/shortest-distance-from-all-buildings,88971,207347,3,True
316,False,Remove Duplicate Letters,https://leetcode.com/problems/remove-duplicate-letters,117587,298938,2,False
315,,Count of Smaller Numbers After Self,https://leetcode.com/problems/count-of-smaller-numbers-after-self,165761,390976,3,False
314,False,Binary Tree Vertical Order Traversal,https://leetcode.com/problems/binary-tree-vertical-order-traversal,158687,335941,2,True
313,,Super Ugly Number,https://leetcode.com/problems/super-ugly-number,86483,186718,2,False
312,False,Burst Balloons,https://leetcode.com/problems/burst-balloons,131961,244969,3,False
311,,Sparse Matrix Multiplication,https://leetcode.com/problems/sparse-matrix-multiplication,124485,194069,2,True
310,False,Minimum Height Trees,https://leetcode.com/problems/minimum-height-trees,132472,380348,2,False
309,False,Best Time to Buy and Sell Stock with Cooldown,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown,189309,391657,2,False
308,False,Range Sum Query 2D - Mutable,https://leetcode.com/problems/range-sum-query-2d-mutable,55618,145963,3,True
307,False,Range Sum Query - Mutable,https://leetcode.com/problems/range-sum-query-mutable,133240,360768,2,False
306,,Additive Number,https://leetcode.com/problems/additive-number,58964,198360,2,False
305,False,Number of Islands II,https://leetcode.com/problems/number-of-islands-ii,88269,222981,3,True
304,False,Range Sum Query 2D - Immutable,https://leetcode.com/problems/range-sum-query-2d-immutable,148322,361594,2,False
303,False,Range Sum Query - Immutable,https://leetcode.com/problems/range-sum-query-immutable,249106,517289,1,False
302,False,Smallest Rectangle Enclosing Black Pixels,https://leetcode.com/problems/smallest-rectangle-enclosing-black-pixels,30243,57482,3,True
301,False,Remove Invalid Parentheses,https://leetcode.com/problems/remove-invalid-parentheses,259853,579709,3,False
300,False,Longest Increasing Subsequence,https://leetcode.com/problems/longest-increasing-subsequence,522918,1176323,2,False
299,False,Bulls and Cows,https://leetcode.com/problems/bulls-and-cows,209248,468488,2,False
298,False,Binary Tree Longest Consecutive Sequence,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence,94364,195944,2,True
297,False,Serialize and Deserialize Binary Tree,https://leetcode.com/problems/serialize-and-deserialize-binary-tree,429815,856869,3,False
296,False,Best Meeting Point,https://leetcode.com/problems/best-meeting-point,42379,72846,3,True
295,False,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream,286922,605802,3,False
294,,Flip Game II,https://leetcode.com/problems/flip-game-ii,57392,113106,2,True
293,,Flip Game,https://leetcode.com/problems/flip-game,53265,86670,1,True
292,False,Nim Game,https://leetcode.com/problems/nim-game,242853,440537,1,False
291,,Word Pattern II,https://leetcode.com/problems/word-pattern-ii,49348,111209,2,True
290,False,Word Pattern,https://leetcode.com/problems/word-pattern,250839,652645,1,False
289,False,Game of Life,https://leetcode.com/problems/game-of-life,232713,396275,2,False
288,False,Unique Word Abbreviation,https://leetcode.com/problems/unique-word-abbreviation,57034,245750,2,True
287,False,Find the Duplicate Number,https://leetcode.com/problems/find-the-duplicate-number,493387,852718,2,False
286,False,Walls and Gates,https://leetcode.com/problems/walls-and-gates,156344,274743,2,True
285,False,Inorder Successor in BST,https://leetcode.com/problems/inorder-successor-in-bst,193777,447998,2,True
284,False,Peeking Iterator,https://leetcode.com/problems/peeking-iterator,133744,262957,2,False
283,False,Move Zeroes,https://leetcode.com/problems/move-zeroes,1089379,1856957,1,False
282,False,Expression Add Operators,https://leetcode.com/problems/expression-add-operators,128988,349495,3,False
281,False,Zigzag Iterator,https://leetcode.com/problems/zigzag-iterator,70307,118026,2,True
280,False,Wiggle Sort,https://leetcode.com/problems/wiggle-sort,98764,152470,2,True
279,False,Perfect Squares,https://leetcode.com/problems/perfect-squares,387708,788755,2,False
278,False,First Bad Version,https://leetcode.com/problems/first-bad-version,550601,1457999,1,False
277,True,Find the Celebrity,https://leetcode.com/problems/find-the-celebrity,162039,368463,2,True
276,False,Paint Fence,https://leetcode.com/problems/paint-fence,64997,165886,2,True
275,False,H-Index II,https://leetcode.com/problems/h-index-ii,140334,386084,2,False
274,False,H-Index,https://leetcode.com/problems/h-index,199946,549200,2,False
273,False,Integer to English Words,https://leetcode.com/problems/integer-to-english-words,229236,811199,3,False
272,False,Closest Binary Search Tree Value II,https://leetcode.com/problems/closest-binary-search-tree-value-ii,68441,130070,3,True
271,False,Encode and Decode Strings,https://leetcode.com/problems/encode-and-decode-strings,68172,206587,2,True
270,False,Closest Binary Search Tree Value,https://leetcode.com/problems/closest-binary-search-tree-value,184499,367034,1,True
269,False,Alien Dictionary,https://leetcode.com/problems/alien-dictionary,197524,584241,3,True
268,False,Missing Number,https://leetcode.com/problems/missing-number,648066,1173839,1,False
267,False,Palindrome Permutation II,https://leetcode.com/problems/palindrome-permutation-ii,44119,117437,2,True
266,False,Palindrome Permutation,https://leetcode.com/problems/palindrome-permutation,123182,196570,1,True
265,False,Paint House II,https://leetcode.com/problems/paint-house-ii,68324,148957,3,True
264,False,Ugly Number II,https://leetcode.com/problems/ugly-number-ii,203318,472984,2,False
263,,Ugly Number,https://leetcode.com/problems/ugly-number,236009,565976,1,False
261,False,Graph Valid Tree,https://leetcode.com/problems/graph-valid-tree,158482,365611,2,True
260,False,Single Number III,https://leetcode.com/problems/single-number-iii,187731,286966,2,False
259,False,3Sum Smaller,https://leetcode.com/problems/3sum-smaller,84546,171940,2,True
258,False,Add Digits,https://leetcode.com/problems/add-digits,348467,593983,1,False
257,False,Binary Tree Paths,https://leetcode.com/problems/binary-tree-paths,387071,716714,1,False
256,False,Paint House,https://leetcode.com/problems/paint-house,108119,200516,2,True
255,,Verify Preorder Sequence in Binary Search Tree,https://leetcode.com/problems/verify-preorder-sequence-in-binary-search-tree,55217,119123,2,True
254,,Factor Combinations,https://leetcode.com/problems/factor-combinations,82394,173330,2,True
253,False,Meeting Rooms II,https://leetcode.com/problems/meeting-rooms-ii,408891,868632,2,True
252,True,Meeting Rooms,https://leetcode.com/problems/meeting-rooms,183461,330434,1,True
251,False,Flatten 2D Vector,https://leetcode.com/problems/flatten-2d-vector,86982,187315,2,True
250,False,Count Univalue Subtrees,https://leetcode.com/problems/count-univalue-subtrees,86006,160761,2,True
249,,Group Shifted Strings,https://leetcode.com/problems/group-shifted-strings,99345,169984,2,True
248,,Strobogrammatic Number III,https://leetcode.com/problems/strobogrammatic-number-iii,30686,76019,3,True
247,,Strobogrammatic Number II,https://leetcode.com/problems/strobogrammatic-number-ii,92364,189340,2,True
246,True,Strobogrammatic Number,https://leetcode.com/problems/strobogrammatic-number,103515,223001,1,True
245,,Shortest Word Distance III,https://leetcode.com/problems/shortest-word-distance-iii,55015,98094,2,True
244,False,Shortest Word Distance II,https://leetcode.com/problems/shortest-word-distance-ii,83866,154010,2,True
243,False,Shortest Word Distance,https://leetcode.com/problems/shortest-word-distance,126797,204210,1,True
242,False,Valid Anagram,https://leetcode.com/problems/valid-anagram,791074,1344475,1,False
241,,Different Ways to Add Parentheses,https://leetcode.com/problems/different-ways-to-add-parentheses,120400,209264,2,False
240,False,Search a 2D Matrix II,https://leetcode.com/problems/search-a-2d-matrix-ii,438819,968214,2,False
239,False,Sliding Window Maximum,https://leetcode.com/problems/sliding-window-maximum,383485,856904,3,False
238,False,Product of Array Except Self,https://leetcode.com/problems/product-of-array-except-self,740314,1205478,2,False
237,False,Delete Node in a Linked List,https://leetcode.com/problems/delete-node-in-a-linked-list,588496,873431,1,False
236,False,Lowest Common Ancestor of a Binary Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree,627228,1273223,2,False
235,False,Lowest Common Ancestor of a Binary Search Tree,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree,491401,943837,1,False
234,True,Palindrome Linked List,https://leetcode.com/problems/palindrome-linked-list,620229,1481415,1,False
233,False,Number of Digit One,https://leetcode.com/problems/number-of-digit-one,52767,165695,3,False
232,False,Implement Queue using Stacks,https://leetcode.com/problems/implement-queue-using-stacks,271040,514912,1,False
231,False,Power of Two,https://leetcode.com/problems/power-of-two,407598,930321,1,False
230,False,Kth Smallest Element in a BST,https://leetcode.com/problems/kth-smallest-element-in-a-bst,519879,826352,2,False
229,False,Majority Element II,https://leetcode.com/problems/majority-element-ii,199014,510303,2,False
228,False,Summary Ranges,https://leetcode.com/problems/summary-ranges,210048,492303,1,False
227,False,Basic Calculator II,https://leetcode.com/problems/basic-calculator-ii,260775,673199,2,False
226,False,Invert Binary Tree,https://leetcode.com/problems/invert-binary-tree,675970,1004322,1,False
225,False,Implement Stack using Queues,https://leetcode.com/problems/implement-stack-using-queues,216048,451641,1,False
224,False,Basic Calculator,https://leetcode.com/problems/basic-calculator,203661,532408,3,False
223,,Rectangle Area,https://leetcode.com/problems/rectangle-area,118140,308148,2,False
222,False,Count Complete Tree Nodes,https://leetcode.com/problems/count-complete-tree-nodes,288183,580112,2,False
221,False,Maximal Square,https://leetcode.com/problems/maximal-square,348108,880291,2,False
220,False,Contains Duplicate III,https://leetcode.com/problems/contains-duplicate-iii,168490,788854,2,False
219,False,Contains Duplicate II,https://leetcode.com/problems/contains-duplicate-ii,327422,843829,1,False
218,False,The Skyline Problem,https://leetcode.com/problems/the-skyline-problem,167168,457029,3,False
217,False,Contains Duplicate,https://leetcode.com/problems/contains-duplicate,775648,1364307,1,False
216,False,Combination Sum III,https://leetcode.com/problems/combination-sum-iii,222561,367399,2,False
215,False,Kth Largest Element in an Array,https://leetcode.com/problems/kth-largest-element-in-an-array,866781,1473191,2,False
214,False,Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome,114030,370520,3,False
213,False,House Robber II,https://leetcode.com/problems/house-robber-ii,235806,626389,2,False
212,False,Word Search II,https://leetcode.com/problems/word-search-ii,290972,777966,3,False
211,False,Design Add and Search Words Data Structure,https://leetcode.com/problems/design-add-and-search-words-data-structure,276296,681841,2,False
210,False,Course Schedule II,https://leetcode.com/problems/course-schedule-ii,382511,891231,2,False
209,False,Minimum Size Subarray Sum,https://leetcode.com/problems/minimum-size-subarray-sum,346744,872261,2,False
208,False,Implement Trie (Prefix Tree),https://leetcode.com/problems/implement-trie-prefix-tree,404165,769722,2,False
207,False,Course Schedule,https://leetcode.com/problems/course-schedule,565223,1275219,2,False
206,False,Reverse Linked List,https://leetcode.com/problems/reverse-linked-list,1349131,2054793,1,False
205,,Isomorphic Strings,https://leetcode.com/problems/isomorphic-strings,353311,870472,1,False
204,,Count Primes,https://leetcode.com/problems/count-primes,454746,1406832,1,False
203,False,Remove Linked List Elements,https://leetcode.com/problems/remove-linked-list-elements,452599,1147482,1,False
202,False,Happy Number,https://leetcode.com/problems/happy-number,614368,1195738,1,False
201,False,Bitwise AND of Numbers Range,https://leetcode.com/problems/bitwise-and-of-numbers-range,169371,426849,2,False
200,False,Number of Islands,https://leetcode.com/problems/number-of-islands,1008585,2037809,2,False
199,False,Binary Tree Right Side View,https://leetcode.com/problems/binary-tree-right-side-view,429704,760087,2,False
198,False,House Robber,https://leetcode.com/problems/house-robber,696975,1618461,2,False
191,False,Number of 1 Bits,https://leetcode.com/problems/number-of-1-bits,481663,888518,1,False
190,False,Reverse Bits,https://leetcode.com/problems/reverse-bits,334124,784875,1,False
189,False,Rotate Array,https://leetcode.com/problems/rotate-array,666305,1811615,2,False
188,False,Best Time to Buy and Sell Stock IV,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv,177457,591746,3,False
187,False,Repeated DNA Sequences,https://leetcode.com/problems/repeated-dna-sequences,206021,494734,2,False
186,False,Reverse Words in a String II,https://leetcode.com/problems/reverse-words-in-a-string-ii,101681,221436,2,True
179,False,Largest Number,https://leetcode.com/problems/largest-number,243483,789982,2,False
174,False,Dungeon Game,https://leetcode.com/problems/dungeon-game,123927,371121,3,False
173,False,Binary Search Tree Iterator,https://leetcode.com/problems/binary-search-tree-iterator,398146,657330,2,False
172,False,Factorial Trailing Zeroes,https://leetcode.com/problems/factorial-trailing-zeroes,252649,652050,1,False
171,False,Excel Sheet Column Number,https://leetcode.com/problems/excel-sheet-column-number,370343,648688,1,False
170,False,Two Sum III - Data structure design,https://leetcode.com/problems/two-sum-iii-data-structure-design,99280,283641,1,True
169,False,Majority Element,https://leetcode.com/problems/majority-element,816891,1356829,1,False
168,,Excel Sheet Column Title,https://leetcode.com/problems/excel-sheet-column-title,250477,785343,1,False
167,False,Two Sum II - Input array is sorted,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted,547970,981813,1,False
166,False,Fraction to Recurring Decimal,https://leetcode.com/problems/fraction-to-recurring-decimal,148467,662771,2,False
165,False,Compare Version Numbers,https://leetcode.com/problems/compare-version-numbers,239206,780952,2,False
164,False,Maximum Gap,https://leetcode.com/problems/maximum-gap,100877,272108,3,False
163,True,Missing Ranges,https://leetcode.com/problems/missing-ranges,117102,428776,1,True
162,False,Find Peak Element,https://leetcode.com/problems/find-peak-element,475803,1079546,2,False
161,False,One Edit Distance,https://leetcode.com/problems/one-edit-distance,137033,413331,2,True
160,True,Intersection of Two Linked Lists,https://leetcode.com/problems/intersection-of-two-linked-lists,645827,1452599,1,False
159,True,Longest Substring with At Most Two Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters,142334,280880,2,True
158,,Read N Characters Given Read4 II - Call multiple times,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times,131908,353334,3,True
157,False,Read N Characters Given Read4,https://leetcode.com/problems/read-n-characters-given-read4,136367,362328,1,True
156,,Binary Tree Upside Down,https://leetcode.com/problems/binary-tree-upside-down,67478,119277,2,True
155,False,Min Stack,https://leetcode.com/problems/min-stack,701927,1501855,1,False
154,False,Find Minimum in Rotated Sorted Array II,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii,240790,571935,3,False
153,False,Find Minimum in Rotated Sorted Array,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,574647,1240233,2,False
152,False,Maximum Product Subarray,https://leetcode.com/problems/maximum-product-subarray,463014,1408757,2,False
151,False,Reverse Words in a String,https://leetcode.com/problems/reverse-words-in-a-string,515405,2139238,2,False
150,False,Evaluate Reverse Polish Notation,https://leetcode.com/problems/evaluate-reverse-polish-notation,276828,724759,2,False
149,False,Max Points on a Line,https://leetcode.com/problems/max-points-on-a-line,176582,1001969,3,False
148,False,Sort List,https://leetcode.com/problems/sort-list,346789,743788,2,False
147,True,Insertion Sort List,https://leetcode.com/problems/insertion-sort-list,228144,511532,2,False
146,False,LRU Cache,https://leetcode.com/problems/lru-cache,736489,2033922,2,False
145,False,Binary Tree Postorder Traversal,https://leetcode.com/problems/binary-tree-postorder-traversal,473137,815795,2,False
144,False,Binary Tree Preorder Traversal,https://leetcode.com/problems/binary-tree-preorder-traversal,618058,1069505,2,False
143,False,Reorder List,https://leetcode.com/problems/reorder-list,315275,768805,2,False
142,False,Linked List Cycle II,https://leetcode.com/problems/linked-list-cycle-ii,435010,1088848,2,False
141,True,Linked List Cycle,https://leetcode.com/problems/linked-list-cycle,880838,2044972,1,False
140,False,Word Break II,https://leetcode.com/problems/word-break-ii,314736,892537,3,False
139,True,Word Break,https://leetcode.com/problems/word-break,736592,1758247,2,False
138,False,Copy List with Random Pointer,https://leetcode.com/problems/copy-list-with-random-pointer,551909,1332890,2,False
