question_id,video,title,link,total Accepted,total Submitted,difficulty,isPaid
1959,,Minimum Path Cost in a Hidden Grid,https://leetcode.com/problems/minimum-path-cost-in-a-hidden-grid,262,434,2,True
1949,,Implement Trie II (Prefix Tree),https://leetcode.com/problems/implement-trie-ii-prefix-tree,691,1126,2,True
1947,,Number of Different Subsequences GCDs,https://leetcode.com/problems/number-of-different-subsequences-gcds,1976,7740,3,False
1946,,Minimum Absolute Sum Difference,https://leetcode.com/problems/minimum-absolute-sum-difference,5411,13595,2,False
1945,,Finding the Users Active Minutes,https://leetcode.com/problems/finding-the-users-active-minutes,5890,7460,2,False
1944,,Truncate Sentence,https://leetcode.com/problems/truncate-sentence,7056,8979,1,False
1943,,Count Pairs of Equal Substrings With Minimum Difference,https://leetcode.com/problems/count-pairs-of-equal-substrings-with-minimum-difference,584,850,2,True
1937,,Maximize the Beauty of the Garden,https://leetcode.com/problems/maximize-the-beauty-of-the-garden,571,819,3,True
1936,,Maximize Number of Nice Divisors,https://leetcode.com/problems/maximize-number-of-nice-divisors,2958,10959,3,False
1935,,Minimum Number of Operations to Reinitialize a Permutation,https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation,7134,10125,2,False
1934,,Evaluate the Bracket Pairs of a String,https://leetcode.com/problems/evaluate-the-bracket-pairs-of-a-string,7908,11726,2,False
1933,,Number of Different Integers in a String,https://leetcode.com/problems/number-of-different-integers-in-a-string,13896,27241,1,False
1931,,Shortest Path in a Hidden Grid,https://leetcode.com/problems/shortest-path-in-a-hidden-grid,757,1650,2,True
1930,,Maximum Number of Consecutive Values You Can Make,https://leetcode.com/problems/maximum-number-of-consecutive-values-you-can-make,4488,10294,2,False
1929,,Maximum Value at a Given Index in a Bounded Array,https://leetcode.com/problems/maximum-value-at-a-given-index-in-a-bounded-array,5062,18327,2,False
1928,,Number of Orders in the Backlog,https://leetcode.com/problems/number-of-orders-in-the-backlog,5510,12661,2,False
1927,,Maximum Ascending Subarray Sum,https://leetcode.com/problems/maximum-ascending-subarray-sum,11431,17401,1,False
1925,,Count Nice Pairs in an Array,https://leetcode.com/problems/count-nice-pairs-in-an-array,3561,10288,2,False
1924,,Maximum Number of Groups Getting Fresh Donuts,https://leetcode.com/problems/maximum-number-of-groups-getting-fresh-donuts,1077,3619,3,False
1923,,Sentence Similarity III,https://leetcode.com/problems/sentence-similarity-iii,3687,10298,2,False
1920,,Determine Color of a Chessboard Square,https://leetcode.com/problems/determine-color-of-a-chessboard-square,5608,7203,1,False
1919,,Sort Features by Popularity,https://leetcode.com/problems/sort-features-by-popularity,1081,1668,2,True
1918,,Maximum Score of a Good Subarray,https://leetcode.com/problems/maximum-score-of-a-good-subarray,5742,12428,3,False
1917,,Maximum Average Pass Ratio,https://leetcode.com/problems/maximum-average-pass-ratio,8828,15689,2,False
1916,,Find Center of Star Graph,https://leetcode.com/problems/find-center-of-star-graph,14085,16595,2,False
1915,,Check if One String Swap Can Make Strings Equal,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal,16880,27587,1,False
1913,,Make the XOR of All Segments Equal to Zero,https://leetcode.com/problems/make-the-xor-of-all-segments-equal-to-zero,2092,5728,3,False
1912,,Number of Restricted Paths From First to Last Node,https://leetcode.com/problems/number-of-restricted-paths-from-first-to-last-node,5779,16123,2,False
1911,,Minimum Elements to Add to Form a Given Sum,https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum,9248,23573,2,False
1910,,Check if Binary String Has at Most One Segment of Ones,https://leetcode.com/problems/check-if-binary-string-has-at-most-one-segment-of-ones,12629,30372,1,False
1909,,Buildings With an Ocean View,https://leetcode.com/problems/buildings-with-an-ocean-view,3999,4937,2,True
1907,,Count Pairs With XOR in a Range,https://leetcode.com/problems/count-pairs-with-xor-in-a-range,2606,6089,3,False
1906,,Maximize Score After N Operations,https://leetcode.com/problems/maximize-score-after-n-operations,3786,7499,3,False
1905,,Design Authentication Manager,https://leetcode.com/problems/design-authentication-manager,5105,10604,2,False
1904,,Second Largest Digit in a String,https://leetcode.com/problems/second-largest-digit-in-a-string,8350,17365,1,False
1903,,Design Most Recently Used Queue,https://leetcode.com/problems/design-most-recently-used-queue,1586,2033,2,True
1902,,Car Fleet II,https://leetcode.com/problems/car-fleet-ii,3504,7610,3,False
1901,,Equal Sum Arrays With Minimum Number of Operations,https://leetcode.com/problems/equal-sum-arrays-with-minimum-number-of-operations,7126,14062,2,False
1900,,Closest Dessert Cost,https://leetcode.com/problems/closest-dessert-cost,10407,17805,2,False
1899,,Count Items Matching a Rule,https://leetcode.com/problems/count-items-matching-a-rule,27443,32174,1,False
1897,,Maximize Palindrome Length From Subsequences,https://leetcode.com/problems/maximize-palindrome-length-from-subsequences,4531,13268,3,False
1896,,Maximum Score from Performing Multiplication Operations,https://leetcode.com/problems/maximum-score-from-performing-multiplication-operations,8430,28605,2,False
1895,,Minimum Number of Operations to Move All Balls to Each Box,https://leetcode.com/problems/minimum-number-of-operations-to-move-all-balls-to-each-box,22788,26199,2,False
1894,,Merge Strings Alternately,https://leetcode.com/problems/merge-strings-alternately,19877,26194,1,False
1893,,Maximum Subarray Sum After One Operation,https://leetcode.com/problems/maximum-subarray-sum-after-one-operation,1169,1885,2,True
1891,,Count Pairs Of Nodes,https://leetcode.com/problems/count-pairs-of-nodes,2130,6592,3,False
1890,,Sum of Beauty of All Substrings,https://leetcode.com/problems/sum-of-beauty-of-all-substrings,6965,12066,2,False
1889,,Check if Number is a Sum of Powers of Three,https://leetcode.com/problems/check-if-number-is-a-sum-of-powers-of-three,8365,13221,2,False
1888,,Find Nearest Point That Has the Same X or Y Coordinate,https://leetcode.com/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate,10012,14808,1,False
1887,,Minimum Degree of a Connected Trio in a Graph,https://leetcode.com/problems/minimum-degree-of-a-connected-trio-in-a-graph,5768,15385,3,False
1886,,Minimum Limit of Balls in a Bag,https://leetcode.com/problems/minimum-limit-of-balls-in-a-bag,7441,14123,2,False
1885,,Count Number of Homogenous Substrings,https://leetcode.com/problems/count-number-of-homogenous-substrings,9903,23297,2,False
1884,,Minimum Changes To Make Alternating Binary String,https://leetcode.com/problems/minimum-changes-to-make-alternating-binary-string,13526,23184,1,False
1883,,Find Distance in a Binary Tree,https://leetcode.com/problems/find-distance-in-a-binary-tree,2716,4005,2,True
1881,,Closest Subsequence Sum,https://leetcode.com/problems/closest-subsequence-sum,4454,12453,3,False
1880,,Largest Merge Of Two Strings,https://leetcode.com/problems/largest-merge-of-two-strings,8696,21389,2,False
1879,,Maximum Score From Removing Stones,https://leetcode.com/problems/maximum-score-from-removing-stones,10423,16913,2,False
1878,,Check if Array Is Sorted and Rotated,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated,19481,31710,1,False
1876,,Map of Highest Peak,https://leetcode.com/problems/map-of-highest-peak,6170,11204,2,False
1875,,Tree of Coprimes,https://leetcode.com/problems/tree-of-coprimes,2757,7517,3,False
1874,,Form Array by Concatenating Subarrays of Another Array,https://leetcode.com/problems/form-array-by-concatenating-subarrays-of-another-array,6672,12194,2,False
1873,,Longest Nice Substring,https://leetcode.com/problems/longest-nice-substring,8504,13844,1,False
1872,,Can You Eat Your Favorite Candy on Your Favorite Day?,https://leetcode.com/problems/can-you-eat-your-favorite-candy-on-your-favorite-day,5768,18878,2,False
1871,,Palindrome Partitioning IV,https://leetcode.com/problems/palindrome-partitioning-iv,7342,14820,3,False
1866,,Restore the Array From Adjacent Pairs,https://leetcode.com/problems/restore-the-array-from-adjacent-pairs,9814,15566,2,False
1865,,Checking Existence of Edge Length Limited Paths II,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths-ii,879,1518,3,True
1861,,Building Boxes,https://leetcode.com/problems/building-boxes,3298,6654,3,False
1860,,Find Kth Largest XOR Coordinate Value,https://leetcode.com/problems/find-kth-largest-xor-coordinate-value,8105,12987,2,False
1859,,Change Minimum Characters to Satisfy One of Three Conditions,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions,5849,19623,2,False
1858,,Latest Time by Replacing Hidden Digits,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits,13263,32166,1,False
1851,,Maximum Number of Events That Can Be Attended II,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii,4602,9602,3,False
1850,,Minimum Length of String After Deleting Similar Ends,https://leetcode.com/problems/minimum-length-of-string-after-deleting-similar-ends,7451,17517,2,False
1849,,Maximum Absolute Sum of Any Subarray,https://leetcode.com/problems/maximum-absolute-sum-of-any-subarray,8265,15817,2,False
1848,,Sum of Unique Elements,https://leetcode.com/problems/sum-of-unique-elements,24066,32067,1,False
1847,,Largest Subarray Length K,https://leetcode.com/problems/largest-subarray-length-k,2446,3898,1,True
1845,,Largest Submatrix With Rearrangements,https://leetcode.com/problems/largest-submatrix-with-rearrangements,7192,12245,2,False
1844,,Maximum Number of Balls in a Box,https://leetcode.com/problems/maximum-number-of-balls-in-a-box,18781,25444,1,False
1843,,Number Of Rectangles That Can Form The Largest Square,https://leetcode.com/problems/number-of-rectangles-that-can-form-the-largest-square,19071,24429,1,False
1840,,Minimize Hamming Distance After Swap Operations,https://leetcode.com/problems/minimize-hamming-distance-after-swap-operations,8886,16409,2,False
1839,,Decode XORed Array,https://leetcode.com/problems/decode-xored-array,23435,27526,1,False
1838,,Number of Distinct Substrings in a String,https://leetcode.com/problems/number-of-distinct-substrings-in-a-string,1765,2908,2,True
1836,,Count Ways to Make Array With Product,https://leetcode.com/problems/count-ways-to-make-array-with-product,2095,4374,3,False
1835,,Decode XORed Permutation,https://leetcode.com/problems/decode-xored-permutation,5205,9651,2,False
1834,,Minimum Number of People to Teach,https://leetcode.com/problems/minimum-number-of-people-to-teach,3891,10355,2,False
1833,,Find the Highest Altitude,https://leetcode.com/problems/find-the-highest-altitude,26533,33180,1,False
1832,,Minimum Operations to Make a Subsequence,https://leetcode.com/problems/minimum-operations-to-make-a-subsequence,3872,8499,3,False
1831,False,Ways to Split Array Into Three Subarrays,https://leetcode.com/problems/ways-to-split-array-into-three-subarrays,8046,27454,2,False
1830,,Count Good Meals,https://leetcode.com/problems/count-good-meals,12321,46934,2,False
1829,False,Maximum Units on a Truck,https://leetcode.com/problems/maximum-units-on-a-truck,27602,39515,1,False
1828,,Count Ways to Distribute Candies,https://leetcode.com/problems/count-ways-to-distribute-candies,777,1257,3,True
1826,,Maximum XOR With an Element From Array,https://leetcode.com/problems/maximum-xor-with-an-element-from-array,5032,10844,3,False
1825,,Find Minimum Time to Finish All Jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs,7599,17412,3,False
1824,False,Maximum Number of Eaten Apples,https://leetcode.com/problems/maximum-number-of-eaten-apples,10931,26134,2,False
1823,False,Determine if String Halves Are Alike,https://leetcode.com/problems/determine-if-string-halves-are-alike,26885,34880,1,False
1822,,Longest Palindromic Subsequence II,https://leetcode.com/problems/longest-palindromic-subsequence-ii,1503,2914,2,True
1820,,Number Of Ways To Reconstruct A Tree,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree,1493,3790,3,False
1819,,Construct the Lexicographically Largest Valid Sequence,https://leetcode.com/problems/construct-the-lexicographically-largest-valid-sequence,4606,9943,2,False
1818,,Maximum Score From Removing Substrings,https://leetcode.com/problems/maximum-score-from-removing-substrings,5495,13469,2,False
1817,,Calculate Money in Leetcode Bank,https://leetcode.com/problems/calculate-money-in-leetcode-bank,15310,23368,1,False
1816,,Lowest Common Ancestor of a Binary Tree IV,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iv,5258,6638,2,True
1815,,Checking Existence of Edge Length Limited Paths,https://leetcode.com/problems/checking-existence-of-edge-length-limited-paths,5324,9814,3,False
1814,False,Jump Game VI,https://leetcode.com/problems/jump-game-vi,12213,23527,2,False
1813,False,Maximum Erasure Value,https://leetcode.com/problems/maximum-erasure-value,11651,23535,2,False
1812,,Reformat Phone Number,https://leetcode.com/problems/reformat-phone-number,14146,21635,1,False
1810,,Change the Root of a Binary Tree,https://leetcode.com/problems/change-the-root-of-a-binary-tree,1306,1909,2,True
1809,,Sum Of Special Evenly-Spaced Elements In Array,https://leetcode.com/problems/sum-of-special-evenly-spaced-elements-in-array,522,1074,3,True
1808,False,Stone Game VII,https://leetcode.com/problems/stone-game-vii,7052,14395,2,False
1807,False,Partitioning Into Minimum Number Of Deci-Binary Numbers,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers,20305,23307,2,False
1806,,Count of Matches in Tournament,https://leetcode.com/problems/count-of-matches-in-tournament,32820,40294,1,False
1805,,Minimum Adjacent Swaps for K Consecutive Ones,https://leetcode.com/problems/minimum-adjacent-swaps-for-k-consecutive-ones,2787,6988,3,False
1804,,Maximum Binary String After Change,https://leetcode.com/problems/maximum-binary-string-after-change,7735,13002,2,False
1803,,Average Waiting Time,https://leetcode.com/problems/average-waiting-time,10676,17414,2,False
1802,,Number of Students Unable to Eat Lunch,https://leetcode.com/problems/number-of-students-unable-to-eat-lunch,13744,20276,1,False
1800,False,Concatenation of Consecutive Binary Numbers,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers,27544,52692,2,False
1799,,Minimum Incompatibility,https://leetcode.com/problems/minimum-incompatibility,4327,12113,3,False
1798,False,Max Number of K-Sum Pairs,https://leetcode.com/problems/max-number-of-k-sum-pairs,36271,67350,2,False
1797,,Goal Parser Interpretation,https://leetcode.com/problems/goal-parser-interpretation,43456,50930,1,False
1796,,Correct a Binary Tree,https://leetcode.com/problems/correct-a-binary-tree,3946,5160,2,True
1794,False,Minimize Deviation in Array,https://leetcode.com/problems/minimize-deviation-in-array,15685,32522,3,False
1793,,Minimum Moves to Make Array Complementary,https://leetcode.com/problems/minimum-moves-to-make-array-complementary,3877,11150,2,False
1792,False,Find the Most Competitive Subsequence,https://leetcode.com/problems/find-the-most-competitive-subsequence,29178,64173,2,False
1791,,Richest Customer Wealth,https://leetcode.com/problems/richest-customer-wealth,92205,104538,1,False
1790,,Lowest Common Ancestor of a Binary Tree III,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-iii,14355,18721,2,True
1789,,Delivering Boxes from Storage to Ports,https://leetcode.com/problems/delivering-boxes-from-storage-to-ports,2102,5954,3,False
1788,,Stone Game VI,https://leetcode.com/problems/stone-game-vi,5419,10839,2,False
1787,,Sum of Absolute Differences in a Sorted Array,https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array,9870,15662,2,False
1786,,Count the Number of Consistent Strings,https://leetcode.com/problems/count-the-number-of-consistent-strings,34862,42556,1,False
1784,,Minimum Initial Energy to Finish Tasks,https://leetcode.com/problems/minimum-initial-energy-to-finish-tasks,9065,13917,3,False
1783,,Ways to Make a Fair Array,https://leetcode.com/problems/ways-to-make-a-fair-array,13021,20976,2,False
1782,False,Smallest String With A Given Numeric Value,https://leetcode.com/problems/smallest-string-with-a-given-numeric-value,30929,48065,2,False
1781,False,Check If Two String Arrays are Equivalent,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent,76154,92159,1,False
1780,,Lowest Common Ancestor of a Binary Tree II,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii,8749,15571,2,True
1778,,Maximize Grid Happiness,https://leetcode.com/problems/maximize-grid-happiness,2530,7104,3,False
1777,False,Determine if Two Strings Are Close,https://leetcode.com/problems/determine-if-two-strings-are-close,31541,57069,2,False
1776,False,Minimum Operations to Reduce X to Zero,https://leetcode.com/problems/minimum-operations-to-reduce-x-to-zero,30870,92610,2,False
1775,,Design an Ordered Stream,https://leetcode.com/problems/design-an-ordered-stream,16279,19841,1,False
1774,,Add Two Polynomials Represented as Linked Lists,https://leetcode.com/problems/add-two-polynomials-represented-as-linked-lists,2021,3714,2,True
1772,False,Create Sorted Array through Instructions,https://leetcode.com/problems/create-sorted-array-through-instructions,16984,46548,3,False
1771,,Sell Diminishing-Valued Colored Balls,https://leetcode.com/problems/sell-diminishing-valued-colored-balls,7957,26127,2,False
1770,,Minimum Deletions to Make Character Frequencies Unique,https://leetcode.com/problems/minimum-deletions-to-make-character-frequencies-unique,21634,39172,2,False
1769,False,Get Maximum in Generated Array,https://leetcode.com/problems/get-maximum-in-generated-array,32793,61650,1,False
1768,,Design an Expression Tree With Evaluate Function,https://leetcode.com/problems/design-an-expression-tree-with-evaluate-function,3228,4063,2,True
1767,,Design Front Middle Back Queue,https://leetcode.com/problems/design-front-middle-back-queue,7055,13031,2,False
1766,,Minimum Number of Removals to Make Mountain Array,https://leetcode.com/problems/minimum-number-of-removals-to-make-mountain-array,5371,11813,3,False
1765,,Merge In Between Linked Lists,https://leetcode.com/problems/merge-in-between-linked-lists,18651,24627,2,False
1764,,Maximum Repeating Substring,https://leetcode.com/problems/maximum-repeating-substring,11070,28588,1,False
1762,False,Furthest Building You Can Reach,https://leetcode.com/problems/furthest-building-you-can-reach,15126,30295,2,False
1761,False,Count Sorted Vowel Strings,https://leetcode.com/problems/count-sorted-vowel-strings,47271,62387,2,False
1760,False,Check Array Formation Through Concatenation,https://leetcode.com/problems/check-array-formation-through-concatenation,56738,94947,1,False
1758,,Distribute Repeating Integers,https://leetcode.com/problems/distribute-repeating-integers,4387,10975,3,False
1757,,Minimum Jumps to Reach Home,https://leetcode.com/problems/minimum-jumps-to-reach-home,7539,29847,2,False
1756,,Minimum Deletions to Make String Balanced,https://leetcode.com/problems/minimum-deletions-to-make-string-balanced,7823,15216,2,False
1755,,Defuse the Bomb,https://leetcode.com/problems/defuse-the-bomb,13053,21143,1,False
1753,False,Path With Minimum Effort,https://leetcode.com/problems/path-with-minimum-effort,36946,73986,2,False
1752,,Arithmetic Subarrays,https://leetcode.com/problems/arithmetic-subarrays,15547,20016,2,False
1751,,Slowest Key,https://leetcode.com/problems/slowest-key,27503,46461,1,False
1750,,Check If Two Expression Trees are Equivalent,https://leetcode.com/problems/check-if-two-expression-trees-are-equivalent,2809,4027,2,True
1748,,Best Team With No Conflicts,https://leetcode.com/problems/best-team-with-no-conflicts,10430,27184,2,False
1747,,Lexicographically Smallest String After Applying Operations,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations,7164,11156,2,False
1746,,Largest Substring Between Two Equal Characters,https://leetcode.com/problems/largest-substring-between-two-equal-characters,18741,32004,1,False
1745,True,Find Nearest Right Node in Binary Tree,https://leetcode.com/problems/find-nearest-right-node-in-binary-tree,9815,13360,2,True
1744,,Number of Ways to Form a Target String Given a Dictionary,https://leetcode.com/problems/number-of-ways-to-form-a-target-string-given-a-dictionary,3873,9677,3,False
1743,,Count Substrings That Differ by One Character,https://leetcode.com/problems/count-substrings-that-differ-by-one-character,7611,10880,2,False
1742,,Widest Vertical Area Between Two Points Containing No Points,https://leetcode.com/problems/widest-vertical-area-between-two-points-containing-no-points,14474,17308,2,False
1741,,Sort Array by Increasing Frequency,https://leetcode.com/problems/sort-array-by-increasing-frequency,20503,30717,1,False
1740,,Count Subtrees With Max Distance Between Cities,https://leetcode.com/problems/count-subtrees-with-max-distance-between-cities,4261,6743,3,False
1739,,Split Two Strings to Make Palindrome,https://leetcode.com/problems/split-two-strings-to-make-palindrome,12989,35985,2,False
1738,,Maximal Network Rank,https://leetcode.com/problems/maximal-network-rank,14319,27201,2,False
1737,,Maximum Nesting Depth of the Parentheses,https://leetcode.com/problems/maximum-nesting-depth-of-the-parentheses,35959,43494,1,False
1736,,Build Binary Expression Tree From Infix Expression,https://leetcode.com/problems/build-binary-expression-tree-from-infix-expression,2794,4727,3,True
1733,,Maximum Number of Visible Points,https://leetcode.com/problems/maximum-number-of-visible-points,7331,24151,3,False
1732,,Minimum One Bit Operations to Make Integers Zero,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero,3777,6545,3,False
1731,,Even Odd Tree,https://leetcode.com/problems/even-odd-tree,17219,32835,2,False
1730,,Special Array With X Elements Greater Than or Equal X,https://leetcode.com/problems/special-array-with-x-elements-greater-than-or-equal-x,18671,30466,1,False
1729,False,Binary Search Tree Iterator II,https://leetcode.com/problems/binary-search-tree-iterator-ii,3112,4629,2,True
1728,,Fancy Sequence,https://leetcode.com/problems/fancy-sequence,3734,24935,3,False
1727,,Cat and Mouse II,https://leetcode.com/problems/cat-and-mouse-ii,2985,7292,3,False
1726,,Coordinate With Maximum Network Quality,https://leetcode.com/problems/coordinate-with-maximum-network-quality,4946,13347,2,False
1725,,Number of Sets of K Non-Overlapping Line Segments,https://leetcode.com/problems/number-of-sets-of-k-non-overlapping-line-segments,4335,10482,2,False
1723,,Maximum Number of Achievable Transfer Requests,https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests,5627,11766,3,False
1722,,Throne Inheritance,https://leetcode.com/problems/throne-inheritance,8025,13245,2,False
1721,,Maximum Profit of Operating a Centennial Wheel,https://leetcode.com/problems/maximum-profit-of-operating-a-centennial-wheel,8224,18802,2,False
1720,,Crawler Log Folder,https://leetcode.com/problems/crawler-log-folder,20987,32891,1,False
1719,,Put Boxes Into the Warehouse II,https://leetcode.com/problems/put-boxes-into-the-warehouse-ii,1640,2642,2,True
1717,,Minimum Cost to Connect Two Groups of Points,https://leetcode.com/problems/minimum-cost-to-connect-two-groups-of-points,4377,10036,3,False
1716,,Maximum Non Negative Product in a Matrix,https://leetcode.com/problems/maximum-non-negative-product-in-a-matrix,11330,35073,2,False
1715,,Split a String Into the Max Number of Unique Substrings,https://leetcode.com/problems/split-a-string-into-the-max-number-of-unique-substrings,12144,24393,2,False
1714,,Rearrange Spaces Between Words,https://leetcode.com/problems/rearrange-spaces-between-words,19271,44187,1,False
1713,False,Dot Product of Two Sparse Vectors,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,35694,39106,2,True
1711,,Find Valid Matrix Given Row and Column Sums,https://leetcode.com/problems/find-valid-matrix-given-row-and-column-sums,11622,15052,2,False
1710,,Find Servers That Handled Most Number of Requests,https://leetcode.com/problems/find-servers-that-handled-most-number-of-requests,3914,10479,3,False
1709,,Alert Using Same Key-Card Three or More Times in a One Hour Period,https://leetcode.com/problems/alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,7441,17365,2,False
1708,,Design Parking System,https://leetcode.com/problems/design-parking-system,51123,59308,1,False
1707,,Check If String Is Transformable With Substring Sort Operations,https://leetcode.com/problems/check-if-string-is-transformable-with-substring-sort-operations,4702,9692,3,False
1706,,Min Cost to Connect All Points,https://leetcode.com/problems/min-cost-to-connect-all-points,14615,27604,2,False
1705,,Count Unhappy Friends,https://leetcode.com/problems/count-unhappy-friends,10606,19306,2,False
1704,,Special Positions in a Binary Matrix,https://leetcode.com/problems/special-positions-in-a-binary-matrix,20827,32417,1,False
1703,,Put Boxes Into the Warehouse I,https://leetcode.com/problems/put-boxes-into-the-warehouse-i,2971,4532,2,True
1701,,Remove Max Number of Edges to Keep Graph Fully Traversable,https://leetcode.com/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable,6648,14352,3,False
1700,,Minimum Deletion Cost to Avoid Repeating Letters,https://leetcode.com/problems/minimum-deletion-cost-to-avoid-repeating-letters,24631,40642,2,False
1699,,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,https://leetcode.com/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,11628,30732,2,False
1698,,Replace All ?'s to Avoid Consecutive Repeating Characters,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters,25876,51905,1,False
1697,,Strings Differ by One Character,https://leetcode.com/problems/strings-differ-by-one-character,2387,3741,2,True
1696,,Strange Printer II,https://leetcode.com/problems/strange-printer-ii,3407,6157,3,False
1695,,Maximum Sum Obtained of Any Permutation,https://leetcode.com/problems/maximum-sum-obtained-of-any-permutation,7746,22142,2,False
1694,,Make Sum Divisible by P,https://leetcode.com/problems/make-sum-divisible-by-p,8870,32835,2,False
1693,,Sum of All Odd Length Subarrays,https://leetcode.com/problems/sum-of-all-odd-length-subarrays,40831,50025,1,False
1692,,Number of Ways to Reorder Array to Get Same BST,https://leetcode.com/problems/number-of-ways-to-reorder-array-to-get-same-bst,5303,10596,3,False
1691,,Minimum Number of Days to Disconnect Island,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island,5687,11327,3,False
1690,,Maximum Length of Subarray With Positive Product,https://leetcode.com/problems/maximum-length-of-subarray-with-positive-product,12887,34895,2,False
1689,,Detect Pattern of Length M Repeated K or More Times,https://leetcode.com/problems/detect-pattern-of-length-m-repeated-k-or-more-times,16822,39510,1,False
1687,,The Most Similar Path in a Graph,https://leetcode.com/problems/the-most-similar-path-in-a-graph,5698,10454,3,True
1685,,Stone Game V,https://leetcode.com/problems/stone-game-v,8536,21347,3,False
1684,,Find Latest Group of Size M,https://leetcode.com/problems/find-latest-group-of-size-m,9750,24576,2,False
1683,,Maximum Number of Coins You Can Get,https://leetcode.com/problems/maximum-number-of-coins-you-can-get,24497,31697,2,False
1682,,Most Visited Sector in  a Circular Track,https://leetcode.com/problems/most-visited-sector-in-a-circular-track,14953,26310,1,False
1681,,Guess the Majority in a Hidden Array,https://leetcode.com/problems/guess-the-majority-in-a-hidden-array,841,1372,2,True
1680,,Count All Possible Routes,https://leetcode.com/problems/count-all-possible-routes,6357,11122,3,False
1679,,Shortest Subarray to be Removed to Make Array Sorted,https://leetcode.com/problems/shortest-subarray-to-be-removed-to-make-array-sorted,10689,31324,2,False
1678,,Number of Ways to Split a String,https://leetcode.com/problems/number-of-ways-to-split-a-string,12323,39333,2,False
1677,,Matrix Diagonal Sum,https://leetcode.com/problems/matrix-diagonal-sum,47584,61290,1,False
1676,,Minimum Number of Days to Eat N Oranges,https://leetcode.com/problems/minimum-number-of-days-to-eat-n-oranges,14281,47808,3,False
1675,,Magnetic Force Between Two Balls,https://leetcode.com/problems/magnetic-force-between-two-balls,12756,25888,2,False
1674,False,Minimum Operations to Make Array Equal,https://leetcode.com/problems/minimum-operations-to-make-array-equal,24349,31265,2,False
1672,,Find the Index of the Large Integer,https://leetcode.com/problems/find-the-index-of-the-large-integer,2150,3941,2,True
1669,,Minimum Cost to Cut a Stick,https://leetcode.com/problems/minimum-cost-to-cut-a-stick,10674,20192,3,False
1668,,Find Longest Awesome Substring,https://leetcode.com/problems/find-longest-awesome-substring,5567,15178,3,False
1667,,Find Kth Bit in Nth Binary String,https://leetcode.com/problems/find-kth-bit-in-nth-binary-string,15060,26134,2,False
1666,,Make The String Great,https://leetcode.com/problems/make-the-string-great,29875,53877,1,False
1665,False,Diameter of N-Ary Tree,https://leetcode.com/problems/diameter-of-n-ary-tree,6498,9372,2,True
1663,,Detect Cycles in 2D Grid,https://leetcode.com/problems/detect-cycles-in-2d-grid,9652,21636,3,False
1662,,Minimum Numbers of Function Calls to Make Target Array,https://leetcode.com/problems/minimum-numbers-of-function-calls-to-make-target-array,10882,17170,2,False
1661,,Minimum Number of Vertices to Reach All Nodes,https://leetcode.com/problems/minimum-number-of-vertices-to-reach-all-nodes,24538,32390,2,False
1660,,Thousand Separator,https://leetcode.com/problems/thousand-separator,21709,37934,1,False
1659,,Get the Maximum Score,https://leetcode.com/problems/get-the-maximum-score,9897,27043,3,False
1658,,Minimum Swaps to Arrange a Binary Grid,https://leetcode.com/problems/minimum-swaps-to-arrange-a-binary-grid,8581,19643,2,False
1657,,Find the Winner of an Array Game,https://leetcode.com/problems/find-the-winner-of-an-array-game,18861,39617,2,False
1656,,Count Good Triplets,https://leetcode.com/problems/count-good-triplets,47282,58874,1,False
1655,,Move Sub-Tree of N-Ary Tree,https://leetcode.com/problems/move-sub-tree-of-n-ary-tree,1197,1861,3,True
1653,,Number of Good Leaf Nodes Pairs,https://leetcode.com/problems/number-of-good-leaf-nodes-pairs,15888,28133,2,False
